7,6,1,3
6,1,3,2
1,3,2,2
3,2,2,1
2,2,1,10
2,1,10,3
1,10,3,3
10,3,3,1
3,3,1,1
3,1,1,2
1,1,2,6
1,2,6,3
2,6,3,3
6,3,3,5
3,3,5,4
3,5,4,7
5,4,7,6
4,7,6,5
7,6,5,7
6,5,7,6
5,7,6,4
7,6,4,4
6,4,4,7
4,4,7,9
4,7,9,5
7,9,5,5
9,5,5,10
5,5,10,6
5,10,6,13
10,6,13,6
6,13,6,5
13,6,5,5
6,5,5,9
5,5,9,3
5,9,3,6
9,3,6,11
3,6,11,7
6,11,7,7
11,7,7,15
7,7,15,9
7,15,9,6
15,9,6,6
9,6,6,6
6,6,6,7
6,6,7,10
6,7,10,8
7,10,8,7
10,8,7,12
8,7,12,3
7,12,3,2
12,3,2,7
3,2,7,5
2,7,5,5
7,5,5,7
5,5,7,7
5,7,7,7
7,7,7,7
7,7,7,10
7,7,10,13
7,10,13,10
10,13,10,14
13,10,14,11
10,14,11,20
14,11,20,25
11,20,25,17
20,25,17,18
25,17,18,25
17,18,25,21
18,25,21,31
25,21,31,32
21,31,32,26
31,32,26,35
32,26,35,28
26,35,28,37
35,28,37,41
28,37,41,34
37,41,34,30
41,34,30,39
34,30,39,39
30,39,39,39
39,39,39,34
39,39,34,30
39,34,30,37
34,30,37,29
30,37,29,26
37,29,26,15
29,26,15,22
26,15,22,15
15,22,15,20
22,15,20,14
15,20,14,10
20,14,10,21
14,10,21,14
10,21,14,14
21,14,14,9
14,14,9,11
14,9,11,5
9,11,5,6
11,5,6,7
5,6,7,11
6,7,11,4
7,11,4,3
11,4,3,2
4,3,2,6
3,2,6,10
2,6,10,7
6,10,7,5
10,7,5,3
7,5,3,12
5,3,12,13
3,12,13,10
12,13,10,13
13,10,13,13
10,13,13,8
13,13,8,21
13,8,21,18
8,21,18,8
21,18,8,7
18,8,7,20
8,7,20,14
7,20,14,14
20,14,14,7
14,14,7,14
14,7,14,10
7,14,10,13
14,10,13,27
10,13,27,13
13,27,13,18
27,13,18,16
13,18,16,16
18,16,16,20
16,16,20,17
16,20,17,4
20,17,4,15
17,4,15,8
4,15,8,6
15,8,6,12
8,6,12,15
6,12,15,11
12,15,11,10
15,11,10,15
11,10,15,17
10,15,17,7
15,17,7,7
17,7,7,8
7,7,8,9
